Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.IntegerAtom,integer:atom,main.lisp.parser.terms.IntegerAtom,integer:atom,getValue,get:value
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.DecimalAtom,decimal:atom,main.lisp.parser.terms.DecimalAtom,decimal:atom,getValue,get:value
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.IntegerAtom,integer:atom,main.lisp.parser.terms.IntegerAtom,integer:atom,getValue,get:value
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.DecimalAtom,decimal:atom,main.lisp.parser.terms.DecimalAtom,decimal:atom,getValue,get:value
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
tasks.AbstractComparatorEvaluator,abstract,AbstractComparatorEvaluator,abstract,comparator,none,Evaluator,none,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
localchecks.RunF21A5Tests,run:a:tests,RunF21A5Tests,run:a:tests,main,main,Evaluator,none,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setTracerShowInfo,set:tracer:show:info
localchecks.RunF21A5Tests,run:a:tests,RunF21A5Tests,run:a:tests,main,main,Evaluator,none,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setBufferTracedMessages,set:buffer:traced:messages
localchecks.RunF21A5Tests,run:a:tests,RunF21A5Tests,run:a:tests,main,main,Evaluator,none,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setMaxPrintedTraces,set:max:printed:traces
localchecks.RunF21A5Tests,run:a:tests,RunF21A5Tests,run:a:tests,main,main,Evaluator,none,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setMaxTraces,set:max:traces
localchecks.RunF21A5Tests,run:a:tests,RunF21A5Tests,run:a:tests,main,main,Evaluator,none,grader.basics.execution.BasicProjectExecution,basic:project:execution,grader.basics.execution.BasicProjectExecution,basic:project:execution,setProcessTimeOut,set:process:time:out
localchecks.RunF21A5Tests,run:a:tests,RunF21A5Tests,run:a:tests,main,main,Evaluator,none,gradingTools.comp524f21.assignment5.F21Assignment5Suite,assignment:suite,gradingTools.comp524f21.assignment5.F21Assignment5Suite,assignment:suite,main,main
tasks.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator,none,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
tasks.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator,none,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
tasks.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator,none,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
tasks.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator,none,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
tasks.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator,none,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
tasks.EvalEvaluator,none,@EvalEvaluator,none,eval,none,Evaluator:Evaluator,none,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerOperations,register:operations,Evaluator:Evaluator:OperationRegisterer,operation,tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.QuoteEvaluator,quote,@QuoteEvaluator,quote,QuoteEvaluator,quote
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.ListEvaluator,list,@ListEvaluator,list,ListEvaluator,list
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.EvalEvaluator,none,@EvalEvaluator,none,EvalEvaluator,none
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.LoadEvaluator,load,@LoadEvaluator,load,LoadEvaluator,load
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.CondEvaluator,none,@CondEvaluator,none,CondEvaluator,none
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.LessThanEvaluator,less:than,@LTEvaluator,lt,LessThanEvaluator,less:than
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.LessThanEqualsEvaluator,less:than:equals,@LTEEvaluator,none,LessThanEqualsEvaluator,less:than:equals
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.GreaterThanEvaluator,greater:than,@GTEvaluator,none,GreaterThanEvaluator,greater:than
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.GreaterThanEqualsEvaluator,greater:than:equals,@GTEEvaluator,gte,GreaterThanEqualsEvaluator,greater:than:equals
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.AndEvaluator,and,@AndEvaluator,and,AndEvaluator,and
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,tasks.OrEvaluator,or,@OrEvaluator,or,OrEvaluator,or
tasks.OperationRegistererOverride,operation:override,@CustomOperationRegisterer,custom:operation,registerAll,register:all,Evaluator:Evaluator:OperationRegisterer,operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluator,register
