Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
14,,Wed Dec 01 19:11:08 EST 2021,SExpressionWLambdaEvaluator.java,1638403868329,6565,6565,(I)19,1.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,[]
15,,Wed Dec 01 19:11:15 EST 2021,SExpressionWLambdaEvaluator.java,1638403875426,16699,0,(I)3(R)6(I)6(R)1(I)2,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.4375,0.6875,0.0,[]
16,,Wed Dec 01 19:11:32 EST 2021,SExpressionWLambdaEvaluator.java,1638403892541,8433,8433,(I)1(R)1(I)15(R)1(I)2,0.9,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.25,2.25,0.0,[]
17,,Wed Dec 01 19:11:41 EST 2021,SExpressionWLambdaEvaluator.java,1638403901623,18694,0,(I)9(D)5,0.6428571428571429,35.714285714285715,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.2777777777777778,0.0,0.0,0.0,0.5,0.0,[]
18,,Wed Dec 01 19:12:00 EST 2021,SExpressionWLambdaEvaluator.java,1638403920338,34974,0,(D)1(I)1(D)3(F)2(I)1(D)1,0.2222222222222222,55.55555555555556,0.0,22.22222222222222,0.0,0.0,0.2647058823529412,0.0,0.14705882352941177,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,[]
19,,Wed Dec 01 19:12:35 EST 2021,SExpressionWLambdaEvaluator.java,1638403955312,23930,0,(I)1(D)1(I)2(D)1(I)1,0.6666666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.08695652173913043,0.0,0.0,0.0,0.17391304347826086,0.0,[]
20,,Wed Dec 01 19:12:59 EST 2021,SExpressionWLambdaEvaluator.java,1638403979323,68723,0,(D)1(F)4(I)4(D)2(I)8,0.631578947368421,15.789473684210526,0.0,21.052631578947366,0.0,0.0,0.27941176470588236,0.0,0.04411764705882353,0.058823529411764705,0.0,0.0,0.17647058823529413,5.0,[1638403997066 50 Java-lisp-interpreter/src/main/lisp/evaluator at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/tree/master/src/main/lisp/evaluator, 1638403994508 16 Java-lisp-interpreter/src/main/lisp at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/tree/master/src/main/lisp, 1638404005298 15 Java-lisp-interpreter/src/main/lisp/evaluator/function at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/tree/master/src/main/lisp/evaluator/function, 1638404002219 8 Java-lisp-interpreter/Lambda.java at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/blob/master/src/main/lisp/evaluator/function/Lambda.java, 1638404009762 2 Java-lisp-interpreter/BasicLambda.java at master · avitkus/Java-lisp-interpreter https://github.com/avitkus/Java-lisp-interpreter/blob/master/src/main/lisp/evaluator/function/BasicLambda.java]
21,,Wed Dec 01 19:14:08 EST 2021,SExpressionWLambdaEvaluator.java,1638404048095,5867,5867,(I)10(F)2(I)7,0.8947368421052632,0.0,0.0,10.526315789473683,0.0,0.0,3.8,0.0,0.0,0.4,0.0,0.0,3.4,0.0,[]
22,,Wed Dec 01 19:14:13 EST 2021,SExpressionWLambdaEvaluator.java,1638404053965,46045,0,(D)1(I)1(D)1(F)1(I)1(F)1(I)1(F)2,0.3333333333333333,22.22222222222222,0.0,44.44444444444444,0.0,0.0,0.1956521739130435,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.06521739130434782,0.0,[]
23,,Wed Dec 01 19:15:00 EST 2021,FuncallEvaluator.java,1638404100066,11689,0,(D)1(F)2(D)1(I)2,0.3333333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.5454545454545454,0.0,0.18181818181818182,0.18181818181818182,0.0,0.0,0.18181818181818182,0.0,[]
25,,Wed Dec 01 19:14:11 EST 2021,SExpressionWLambdaEvaluator.java,1638404051484,122046,0,(I)2(R)1(I)2(D)1(F)3,0.4444444444444444,11.11111111111111,0.0,33.33333333333333,0.0,0.0,0.07377049180327869,0.0,0.00819672131147541,0.02459016393442623,0.0,0.00819672131147541,0.03278688524590164,0.0,[]
26,,Wed Dec 01 19:16:13 EST 2021,SExpressionWLambdaEvaluator.java,1638404173530,43984,0,(F)1(I)1(F)2(D)1(I)2(F)4(I)1,0.3333333333333333,8.333333333333332,0.0,58.333333333333336,0.0,0.0,0.27906976744186046,0.0,0.023255813953488372,0.16279069767441862,0.0,0.0,0.09302325581395349,0.0,[]
27,,Wed Dec 01 19:17:00 EST 2021,SExpressionWLambdaEvaluator.java,1638404220421,29300,0,(D)2(F)6(I)3,0.2727272727272727,18.181818181818183,0.0,54.54545454545454,0.0,0.0,0.3793103448275862,0.0,0.06896551724137931,0.20689655172413793,0.0,0.0,0.10344827586206896,0.0,[]
